CAD;CORRESPONDENCIA;B0000;B0002;B0001;B0003;x0000;B100
2902;2902;;;;;;
2903;2903;;;;;;
2904;2904;;;;;;
2905;2905;;;;;;
2906;2906;;;;;;
2907;2907;;;;;;
2908;2908;;;;;;
2909;2909;;;;;;
2910;2910;;;;;;
2911;2911;;;;;;
